name,region,delegation,commune,category_code,category_name,facility_type,departments
Skhirat,Fès-Meknès,Meknes,N'zalat Bni Amar,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Youssef,Fès-Meknès,Meknes,N'zalat Bni Amar,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bouassel,Fès-Meknès,Meknes,Oualili,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Nzalat Bni Amar,Fès-Meknès,Meknes,N'zalat Bni Amar,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Amar,Fès-Meknès,Meknes,N'zalat Bni Amar,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Missour,Fès-Meknès,Boulemane,Missour,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Boulemane,Fès-Meknès,Boulemane,Boulemane,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Imouzer Mermoucha,Fès-Meknès,Boulemane,Imouzzer Marmoucha,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Boulmane,Fès-Meknès,Boulemane,Boulemane,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Lab. Epidemiologique,Fès-Meknès,Boulemane,Missour,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Outat  El Haj,Fès-Meknès,Boulemane,Outat El Haj,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Missour,Fès-Meknès,Boulemane,Missour,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Ait Hamza,Fès-Meknès,Boulemane,Guigou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Guigou,Fès-Meknès,Boulemane,Guigou,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Enjil Ait Lahcen,Fès-Meknès,Boulemane,Enjil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Achlouj,Fès-Meknès,Boulemane,Enjil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Enjil Akhatar,Fès-Meknès,Boulemane,Enjil,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taghzout,Fès-Meknès,Boulemane,Guigou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taferdouste,Fès-Meknès,Boulemane,Skoura M'Daz,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taghroute,Fès-Meknès,Boulemane,Skoura M'Daz,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Skoura,Fès-Meknès,Boulemane,Skoura M'Daz,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ksabi,Fès-Meknès,Boulemane,Ksabi Moulouya,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Boussalam,Fès-Meknès,Boulemane,Ksabi Moulouya,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Blal,Fès-Meknès,Boulemane,Ksabi Moulouya,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tourirat,Fès-Meknès,Boulemane,Ksabi Moulouya,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Gaa Jaber,Fès-Meknès,Boulemane,Sidi Boutayeb,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Magdoul,Fès-Meknès,Boulemane,Ouizeght,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Sguir,Fès-Meknès,Boulemane,Sidi Boutayeb,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Bouzazia,Fès-Meknès,Boulemane,Sidi Boutayeb,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tagourast,Fès-Meknès,Boulemane,Ouizeght,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouizeght,Fès-Meknès,Boulemane,Ouizeght,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Jerrar,Fès-Meknès,Boulemane,Fritissa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bni Hassan,Fès-Meknès,Boulemane,Oulad Ali Youssef,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Ali,Fès-Meknès,Boulemane,Oulad Ali Youssef,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tsiwant,Fès-Meknès,Boulemane,Oulad Ali Youssef,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
El Orjane,Fès-Meknès,Boulemane,El Orjane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tirnest,Fès-Meknès,Boulemane,El Orjane,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Mellouk,Fès-Meknès,Boulemane,Ermila,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tegour,Fès-Meknès,Boulemane,Ermila,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tissaf,Fès-Meknès,Boulemane,Tissaf,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tendite,Fès-Meknès,Boulemane,Fritissa,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sarghina (Ifkiren),Fès-Meknès,Boulemane,Serghina,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait ben moussa,Fès-Meknès,Boulemane,Serghina,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Bazza,Fès-Meknès,Boulemane,Ait Bazza,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait El Mane,Fès-Meknès,Boulemane,Ait El Mane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
El Mers,Fès-Meknès,Boulemane,El Mers,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Talzemt,Fès-Meknès,Boulemane,Talzemt,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ahachad,Fès-Meknès,Boulemane,Talzemt,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Almis Marmoucha,Fès-Meknès,Boulemane,Almis Marmoucha,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sbaa Ayoun,Fès-Meknès,El Hajeb,Sabaa Aiyoun,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Hajeb II,Fès-Meknès,El Hajeb,El Hajeb,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Hajeb I,Fès-Meknès,El Hajeb,El Hajeb,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Agourai,Fès-Meknès,El Hajeb,Agourai,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
A.Taoujdate,Fès-Meknès,El Hajeb,Ain Taoujdate,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Hajeb-CDTMR,Fès-Meknès,El Hajeb,El Hajeb,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Jradi,Fès-Meknès,El Hajeb,Ain Taoujdate,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ait Marghad,Fès-Meknès,El Hajeb,Ait Yaazem,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ras Ijerri,Fès-Meknès,El Hajeb,Ras Ijerri,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sebt Jahjouh,Fès-Meknès,El Hajeb,Jahjouh,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ouikhalef (Youssoufia),Fès-Meknès,El Hajeb,Ait Ouikhalfen,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Yaazem,Fès-Meknès,El Hajeb,Ait Yaazem,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Med ZERKTOUNI (SAADA),Fès-Meknès,El Hajeb,Tamchachate,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tifrit,Fès-Meknès,El Hajeb,Laqsir,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouderbala,Fès-Meknès,El Hajeb,Ait Boubidmane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Souk El Gour,Fès-Meknès,El Hajeb,Ait Boubidmane,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Brahim,Fès-Meknès,El Hajeb,Bitit,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Harz Allah,Fès-Meknès,El Hajeb,Ait Harz Allah,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ouallal,Fès-Meknès,El Hajeb,Bitit,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Laqsir,Fès-Meknès,El Hajeb,Laqsir,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ben Kaddouch,Fès-Meknès,El Hajeb,Ait Harz Allah,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Aghbalou Oumlil,Fès-Meknès,El Hajeb,Ait Harz Allah,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Boualouzen,Fès-Meknès,El Hajeb,Ait Bourzouine,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Bourzouine (Rabil),Fès-Meknès,El Hajeb,Ait Bourzouine,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Abdelkrim El Khattabi (Ait Naamane),Fès-Meknès,El Hajeb,Ait Naamane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lassadam,Fès-Meknès,El Hajeb,Iqaddar,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amane Sayarnine (Iqaddar),Fès-Meknès,El Hajeb,Iqaddar,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ville Nouvelle,Fès-Meknès,Fes,Agdal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ben Slimane,Fès-Meknès,Fes,El Mariniyine,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Adarissa,Fès-Meknès,Fes,Agdal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Dar Dbibagh,Fès-Meknès,Fes,Agdal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Sidi Brahim,Fès-Meknès,Fes,Agdal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hay Tarik,Fès-Meknès,Fes,Agdal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bab Boujat,Fès-Meknès,Fes,Méchouar Fès Jdid,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Boutouil,Fès-Meknès,Fes,Méchouar Fès Jdid,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bab Jiaf,Fès-Meknès,Fes,Méchouar Fès Jdid,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ryad Saiss,Fès-Meknès,Fes,Saiss,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Nargiss,Fès-Meknès,Fes,Saiss,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Centre De Reference,Fès-Meknès,Fes,Agdal,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Labo. Epidemiologique,Fès-Meknès,Fes,Agdal,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Narjiss-CDTMR,Fès-Meknès,Fes,Saiss,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Tajamouati,Fès-Meknès,Fes,El Mariniyine,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ben Debbab,Fès-Meknès,Fes,Zouagha,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Ain Haroun,Fès-Meknès,Fes,El Mariniyine,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ain Kadous,Fès-Meknès,Fes,El Mariniyine,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bab Sifer,Fès-Meknès,Fes,El Mariniyine,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Soundouss,Fès-Meknès,Fes,El Mariniyine,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Massira,Fès-Meknès,Fes,Zouagha,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ben Souda,Fès-Meknès,Fes,Zouagha,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Oued Fes,Fès-Meknès,Fes,Zouagha,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Lalla Soukaina,Fès-Meknès,Fes,Zouagha,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Zouagha,Fès-Meknès,Fes,Zouagha,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Massira II,Fès-Meknès,Fes,Zouagha,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Aouinat Hajjaj,Fès-Meknès,Fes,Saiss,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Monfleuri,Fès-Meknès,Fes,Saiss,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Sidi Boujida,Fès-Meknès,Fes,Fès-Médina,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Haj Tajmouati,Fès-Meknès,Fes,Zouagha,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Adoua-CDTMR,Fès-Meknès,Fes,Fès-Médina,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
S.Ali Boughaleb (Adoua),Fès-Meknès,Fes,Fès-Médina,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Driss B.Yahya(Babjdid),Fès-Meknès,Fes,Fès-Médina,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Baghdadi(Andalous),Fès-Meknès,Fes,Fès-Médina,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Lemtyene,Fès-Meknès,Fes,Fès-Médina,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Blida,Fès-Meknès,Fes,Fès-Médina,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
